text,sentiment
"The online instructions are pretty clear, and I was able to put the kit together in a little under four hours.<br />It has been ages since I soldered anything, so I had to buy a few tools, but nothing major.<br />The batter came charged, and the device came on right away with no problems after it was assembled. It started taking measurements right away, and got a gps lock in a few minutes.",negative
"Really disappointed in these. They seem to break easier than the one that came with it new. Even tried being as gentle as possible. They all break at the same point, where the ear hook connects to the ear piece. And yes they were made for this headset, Samsung HM1200.<br />Don't think I got my moneys worth. Sorry.",negative
"It worked well for a while, then it died for no apparent reason ! Very hard to program it.",negative
There is a strange rattling noise coming from the speakers whenever I play sound mid level.,negative
"I don't use it that much as yet, but so far, so good.",positive
Not a bad speaker for the money wish it could have been a little louder!!!,negative
I purchased a couple to protect antenna amplifiers in my attic.  I like the compact size and they have not let me down.,negative
For the promotional price I got it for... it's a steal!  The speaker works surprisingly very well!,positive
Got the product 7/6/15 and on 7/8/15 the bulb pops.  A 3 month warranty came with it and I filled out the slip.  It was easy to return but I thought they would ship another bulb.,negative
so when I got this iPod I had no idea what to do. Then I learned a few secrets and it made it more user friendly. I highly recommend this product.,positive
"I write this review after testing these headphones for a good hour listening to music and podcasts. I also made a 20 minute phone call and here is what I think. Before I go into technicalities, the comfort level is excellent but I noticed even after trying several ear buds they do tend to get lose in ur ear and you have to keep sticking them back in when running or exercising.<br /><br />For music I give them a 2.5 and that's because even at there maximum volume they are not loud enough to enjoy if you were using them in a gym with loud public speakers. If you are looking for headphones which allow you to enjoy average volume music while keeping alert of your surroundings, these are great for you.<br /><br />For calls: the noise cancellation really does work beautifully! I tried them while driving with the AC on. I own a wrangler so the cabin noise is pretty noticable. I was told that the sound was very clear with zero background noise. These are easily my best headphones for making calls. Whenever I need to make a call that is more than 30 mins I wil only be using these.<br /><br />In conclusion<br /><br />Pros:<br />- very comfortable<br />- excellent sound clarity when making calls for myself and person I am speaking to<br />- great button placement with a switch Off/on button which makes it very easy to tell if the device is on or off without waiting waiting for any flashing light.<br />- NFC option which saves me a good 10-15 seconds to connect it to phone<br /><br />Cons:<br />- maximum volume not loud enough if you are in loud environment.<br />- tend to get lose in your ear if you are running<br />- range is not very good. after walking 8 - 10 meters away from it, it starts cutting out and sometimes even closer.<br /><br />To sum up. If you exercise in a loud gym or environment and want to drown out background sound these are not for you. However if you want to stay aware of your surroundings and don't mind wearing them when making long calls these are GREAT! Along with always keep the phone no further than 2 meters away from you.<br /><br />I definitely see my self buying another pair if those go bad in a year as they serve my personal purpose of use - but will not be my primary wireless bluetooth headphones.! Along with always keep the phone no further than 2 meters away from you.<br /><br />I definitely see my self buying another pair if those go bad in a year as they serve my personal purpose of use - but will not be my primary wireless bluetooth headphones.",negative
